Time Step,True pos_z,Predicted pos_z,Error
594,1.12,1.1208584,-0.0008584261
595,1.14,1.1501238,-0.010123849
596,1.18,1.1682777,0.011722207
597,1.2,1.2090381,-0.009038091
598,1.24,1.2285857,0.0114142895
599,1.27,1.2671393,0.0028606653
600,1.29,1.2968923,-0.0068923235
601,1.32,1.3166047,0.003395319
602,1.34,1.3459016,-0.005901575
603,1.36,1.3651985,-0.0051984787
604,1.38,1.3846467,-0.004646659
605,1.41,1.4043926,0.0056073666
606,1.44,1.4341692,0.005830884
607,1.46,1.4638764,-0.0038763285
608,1.49,1.483526,0.006474018
609,1.51,1.5131569,-0.0031569004
610,1.53,1.5328677,-0.0028676987
611,1.56,1.5526447,0.007355213
612,1.58,1.582556,-0.0025559664
613,1.6,1.6024947,-0.0024946928
614,1.62,1.622437,-0.0024369955
615,1.65,1.6423309,0.007669091
616,1.67,1.6731298,-0.00312984
617,1.69,1.693502,-0.003501892
618,1.71,1.713366,-0.0033659935
619,1.73,1.7331573,-0.003157258
620,1.75,1.7530276,-0.0030275583
621,1.78,1.7728198,0.007180214
622,1.8,1.8025635,-0.0025635958
623,1.82,1.8224012,-0.0024011135
624,1.86,1.8424002,0.017599821
625,1.88,1.8821182,-0.0021182299
626,1.9,1.901612,-0.0016120672
627,1.92,1.9211448,-0.001144886
628,1.94,1.9407268,-0.0007266998
629,1.96,1.9603567,-0.0003566742
630,1.98,1.9800364,-3.6358833e-05
631,1.99,1.9997625,-0.009762526
632,2.02,2.0094812,0.010518789
633,2.04,2.0392365,0.0007634163
634,2.06,2.0589733,0.0010266304
635,2.07,2.0774662,-0.007466316
636,2.09,2.0867639,0.0032360554
637,2.11,2.1068397,0.0031602383
638,2.12,2.1266575,-0.0066576004
639,2.14,2.134077,0.0059230328
640,2.15,2.1528401,-0.002840042
641,2.16,2.1623797,-0.0023796558
642,2.19,2.1736026,0.016397476
643,2.2,2.2028625,-0.0028624535
644,2.21,2.213924,-0.003923893
645,2.22,2.2226036,-0.002603531
646,2.25,2.232128,0.017872095
647,2.26,2.2613032,-0.001303196
648,2.27,2.2736924,-0.0036923885
649,2.28,2.2814746,-0.0014746189
650,2.3,2.2908378,0.009162188
651,2.31,2.3068814,0.003118515
652,2.31,2.310106,-0.00010609627
653,2.32,2.3143153,0.005684614
654,2.33,2.3280509,0.0019490719
655,2.34,2.3379433,0.0020565987
656,2.34,2.3460653,-0.0060653687
657,2.35,2.3433766,0.006623268
658,2.36,2.351139,0.0088608265
659,2.37,2.3694894,0.0005104542
660,2.37,2.3787622,-0.00876236
661,2.37,2.3769293,-0.0069293976
662,2.38,2.371996,0.008004189
663,2.38,2.3817163,-0.0017161369
664,2.38,2.3816657,-0.0016655922
665,2.38,2.378749,0.0012512207
666,2.39,2.3790405,0.010959625
667,2.39,2.388735,0.001265049
668,2.39,2.3973804,-0.007380247
